iata,latitude,longitude
BZY,47.8431,27.7772
RMO,46.9277,28.931
IVG,42.839,19.862
ZBK,43.1167,19.2333
TGD,42.3594,19.2519
TIV,42.4047,18.7233
AHY,-20.0158,45.535
ATJ,-19.8392,47.0637
OHB,-18.9175,48.2182
TNR,-18.7969,47.4788
VND,-23.3508,47.5817
WAD,-17.631,47.7233
WTS,-18.7597,46.0541
WOR,-12.4333,49.1
IHO,-22.4047,46.1649
MNJ,-21.2018,48.3583
RVA,-22.8053,47.8206
WFI,-21.4416,47.1117
WVK,-22.1197,48.0217
AMY,-17.6867,45.6239
BPY,-16.7445,44.4825
BSV,-15.6725,47.0617
BZM,-17.6925,45.0888
DWB,-16.1017,45.3588
HVA,-14.6297,47.7638
MJN,-15.6668,46.3512
MXT,-18.05,44.033
TTS,-16.7511,47.619
TVA,-17.8501,44.9205
TZO,-18.3451,45.0156
WAI,-14.8988,47.9939
WAQ,-18.7013,44.6149
WBD,-15.2,48.483
WBE,-14.5443,48.6914
WMA,-15.833,48.8333
WMP,-16.0723,47.6442
WMV,-16.45,46.5667
WPB,-15.5843,47.6236
WTA,-17.4761,43.9728
ILK,-19.583,48.803
SMS,-17.0939,49.8158
TMM,-18.1095,49.3925
VAT,-19.3833,48.95
VVB,-19.833,48.8
WAM,-17.7954,48.4426
WMN,-15.4367,49.6883
WMR,-16.1639,49.7738
AMP,-24.6997,44.7342
BKU,-23.733,44.389
BMD,-19.6867,44.5419
DVD,-22.0661,43.2596
FTU,-25.0381,46.9561
JVA,-18.805,45.2735
MJA,-21.4261,44.3165
MOQ,-20.2847,44.3176
MXM,-21.7539,43.3755
OVA,-24.2357,45.3045
TDV,-21.7,43.733
TLE,-23.3834,43.7285
WAK,-22.2964,44.5315
WBO,-21.607,45.136
WMD,-21.0463,44.9404
WML,-20.3554,45.5434
ZVA,-19.5628,45.4508
AIC,7.27942,168.826
JEJ,7.56535,168.962
WJA,7.45083,168.55
AIM,10.2168,169.983
IMI,7.00555,171.657
TIC,7.13333,171.917
AUL,8.14528,171.173
BII,11.5225,165.565
KIO,5.64452,169.12
EBO,4.5982,168.752
ENT,11.3407,162.328
JAT,7.74977,168.978
UIT,5.90924,169.637
EAL,9.31931,166.848
EBN,9.33056,166.82
KWA,8.72012,167.732
LOF,7.7575,168.236
WTE,9.45833,170.239
LML,8.92111,166.265
LIK,9.82316,169.308
MAJ,7.06476,171.272
TBV,8.3027,171.161
KBT,8.90056,170.844
MAV,8.70444,171.23
MJB,10.2833,170.869
EJT,6.0404,171.985
MIJ,6.08333,171.733
NDK,5.63167,168.125
MJE,7.76291,168.266
RNP,11.1572,166.887
UJE,8.92806,165.762
UTK,11.222,169.852
WTO,10.1733,166.003
OHD,41.18,20.7423
SKP,41.9616,21.6214
BKO,12.5335,-7.94994
GAQ,16.2484,-0.005456
EYL,15.133,-10.567
KNZ,12.833,-11.25
KYS,14.4812,-11.4044
NIX,15.2381,-9.57611
NRM,15.217,-7.267
MZI,14.5128,-4.07956
SZU,13.4,-6.15
KSS,11.333,-5.7
KTX,12.383,-5.467
GUD,16.3614,-3.59972
TOM,16.7305,-3.00758
BSX,16.8152,94.7799
HEB,17.6333,95.4667
VBA,19.7692,94.0261
PRU,18.8245,95.266
BMO,24.269,97.2462
MYT,25.3836,97.3519
PBU,27.3299,97.4263
LIW,19.6915,97.2148
PAA,16.8937,97.6746
PPU,18.0667,97.4498
GAW,22.1747,94.1344
KYT,21.4,94.1333
MWQ,20.1656,94.9414
PAU,21.4492,94.4869
PKK,21.4043,95.1113
TIO,21.7,94.1
MDL,21.7022,95.9779
NYT,19.6235,96.201
NYU,21.1788,94.9302
VBC,21.9405,96.0896
MNU,16.4447,97.6607
XYE,15.3,97.867
AKY,20.1327,92.8726
GWA,17.6,94.5833
KYP,19.4264,93.5348
MGU,18.8458,93.6889
SNW,18.4607,94.3001
HOX,24.8996,94.914
KHM,25.9883,95.6744
KMV,23.1888,94.0511
NYW,22.2216,95.0935
HEH,20.747,96.792
KET,21.3016,99.636
LSH,22.9779,97.7522
MGK,20.2967,98.8989
MOE,23.0925,96.6453
MOG,20.5168,99.2568
NMS,20.8905,97.7359
NMT,23.083,97.383
THL,20.4838,99.9354
KAW,10.0493,98.538
MGZ,12.4398,98.6215
TVY,14.1039,98.2036
VBP,11.1494,98.7359
RGN,16.9073,96.1332
TSZ,47.4654,101.478
ULG,48.9933,89.9225
BYN,46.1633,100.704
UGA,48.855,103.476
COQ,48.1357,114.646
XRQ,48.5756,116.939
MXW,45.7381,106.269
TNZ,48.7389,98.2941
LTI,46.3764,96.2211
ULZ,47.7093,96.5258
UNR,47.3049,110.609
HBU,46.1006,91.5842
HVD,47.9541,91.6282
HTM,50.436,100.14
MXV,49.6633,100.099
DLZ,43.5917,104.43
ERT,48.9831,104.151
AVK,46.2503,102.802
HJT,46.9258,102.773
KHR,47.2467,102.826
UGT,43.7493,104.115
UUN,46.6603,113.285
UBN,47.6516,106.822
ULN,47.8431,106.767
ULO,50.0666,91.9383
MFM,22.1496,113.592
XZM,22.197,113.559
ROP,14.1743,145.243
SPN,15.119,145.729
TIQ,14.9992,145.619
FDF,14.591,-61.0032
ATR,20.5068,-13.0432
KFA,16.59,-11.4062
BGH,16.6333,-14.2
NDB,20.9331,-17.03
KED,16.1595,-13.5076
SEY,15.1797,-12.2073
AJJ,19.733,-14.3832
AEO,16.7113,-9.63788
LEG,17.1667,-13.95
MBR,16.0333,-12.6
NKC,18.31,-15.9697
THT,17.233,-10.817
MOM,17.75,-12.5
THI,18.45,-9.517
TIY,18.5701,-11.4235
CGT,20.5055,-12.3978
EMN,16.622,-7.3166
FGD,22.667,-12.733
OUZ,22.7564,-12.4836
TMD,16.233,-8.167
OTL,17.533,-14.683
MNI,16.7914,-62.1933
MLA,35.8575,14.4775
MRU,-20.4302,57.6836
RRG,-19.7577,63.361
DRV,5.1561,73.1302
NMF,5.82222,73.4747
VAM,3.47056,72.8358
DDD,2.6673,72.8929
KDM,0.488131,72.9969
FVM,-0.309722,73.435
FND,6.16111,73.2872
HAQ,6.74423,73.1705
MLE,4.19183,73.5291
GKK,0.7324,73.4336
KDO,1.85917,73.5219
IFU,5.7083,73.025
GAN,-0.693342,73.1556
TMF,2.211,73.1533
BLZ,-15.6791,34.974
CEH,-10.55,33.8
KGJ,-9.95357,33.893
KBQ,-13.0146,33.4686
LIX,-12.0758,34.7372
LLW,-13.7894,33.781
CMK,-14.3069,35.1325
MAI,-14.483,35.267
MYZ,-14.0836,34.9197
VUU,-14.8386,35.3014
ZZU,-11.4447,34.0118
DWA,-12.5183,34.1319
LMB,-13.7559,34.5842
AGU,21.7056,-102.318
AJS,26.7272,-113.559
CUA,25.0538,-111.615
GUB,28.0261,-114.024
LAP,24.0727,-110.362
LTO,25.9892,-111.348
MUG,26.9053,-111.971
PCO,23.575,-109.536
PCV,27.0692,-111.962
SGM,27.2966,-112.938
SJD,23.1518,-109.721
SRL,27.0927,-112.099
VIB,25.0552,-111.687
BHL,28.9786,-113.561
ESE,31.7953,-116.603
MXL,32.6306,-115.242
SFH,30.9302,-114.809
SNQ,30.5288,-115.946
TIJ,32.5411,-116.97
CME,18.6537,-91.799
CPE,19.8168,-90.5003
CJT,16.1767,-92.0506
PQM,17.5332,-92.0155
TAP,14.7943,-92.37
TGZ,16.5636,-93.0225
CJS,31.6361,-106.429
CUU,28.7029,-105.965
NCG,30.3974,-107.875
ACN,29.3329,-101.099
LOV,26.9557,-101.47
PDS,28.6274,-100.535
SLW,25.5495,-100.929
TRC,25.5683,-103.411
CLQ,19.277,-103.577
ZLO,19.1448,-104.559
DGO,24.1242,-104.528
BJX,20.9935,-101.481
CYW,20.546,-100.887
ACA,16.7571,-99.754
ZIH,17.6016,-101.461
GDL,20.5218,-103.311
LOM,21.2581,-101.944
PVR,20.6801,-105.254
AZP,19.5748,-99.2888
MEX,19.4363,-99.0721
NLU,19.7553,-99.0164
TLC,19.3371,-99.566
AZG,19.0934,-102.394
LZC,18.0017,-102.221
MLM,19.8499,-101.025
UPN,19.3967,-102.039
ZMM,20.045,-102.276
CVJ,18.8348,-99.2613
TPQ,21.4195,-104.843
MTY,25.7785,-100.107
NTR,25.8656,-100.237
HUX,15.7753,-96.2626
IZT,16.4493,-95.0937
OAX,16.9999,-96.7266
PXM,15.8769,-97.0891
SCX,16.2126,-95.2016
PBC,19.1581,-98.3714
TCN,18.4972,-97.4199
QRO,20.6173,-100.186
CTM,18.5047,-88.3268
CUN,21.0365,-86.8771
CZM,20.5224,-86.9256
ISJ,21.245,-86.74
PCM,20.6225,-87.0822
TQO,20.1661,-87.6592
TUY,20.2273,-87.4382
SLP,22.2543,-100.931
TSL,22.0383,-98.8065
CUL,24.7645,-107.475
LMM,25.6852,-109.081
MZT,23.1614,-106.266
CEN,27.3926,-109.833
CNA,31.0662,-110.098
GYM,27.969,-110.925
HMO,29.0959,-111.048
NOG,31.2261,-110.976
PPE,31.352,-113.305
UAC,32.4453,-114.798
XAL,27.0357,-108.948
VSA,17.997,-92.8174
CVM,23.7033,-98.9565
MAM,25.7699,-97.5253
MMC,22.7432,-99.0174
NLD,27.4439,-99.5705
REX,26.0089,-98.2285
TAM,22.2964,-97.8659
JAL,19.4751,-96.7975
MTT,18.1034,-94.5807
PAZ,20.6027,-97.4608
VER,19.1459,-96.1873
CZA,20.6413,-88.4462
MID,20.937,-89.6577
TZM,21.1557,-88.1729
ZCL,22.8971,-102.687
JHB,1.64131,103.67
MEP,2.383,103.867
ZJT,1.58333,110.483
ZLW,5.95,102.083
AOR,6.18967,100.398
LGK,6.32973,99.7287
KBR,6.16685,102.293
MKZ,2.26336,102.252
KUA,3.77539,103.209
SXT,4.33028,102.395
TOD,2.81818,104.16
IPH,4.56797,101.092
PKG,4.24472,100.553
SWY,4.2222,100.699
TPG,4.867,100.717
BWH,5.46592,100.391
PEN,5.29714,100.277
BKI,5.93721,116.051
GSA,4.4,115.717
KGU,5.35749,116.162
KUD,6.9225,116.836
LAC,7.37157,113.844
LBU,5.30068,115.25
LDU,5.03225,118.324
PAY,5.9993,117.4
RNU,5.95,116.667
SDK,5.9009,118.059
SMM,4.45,118.583
SPE,4.733,116.467
SPT,5.08333,115.55
SXS,5.08778,119.094
TEL,5.62861,117.126
TMG,5.40257,118.658
TWU,4.32016,118.128
BBN,3.73389,115.479
BKM,3.974,115.618
BLG,2.65,113.767
BSE,1.81361,109.763
BTU,3.12385,113.02
KCH,1.4847,110.347
KPI,2.01052,112.931
LBP,3.202,115.402
LGL,3.421,115.154
LKH,3.3,114.783
LMN,4.8083,115.01
LSM,4.217,115.6
LSU,4.55222,115.494
LWY,4.84917,115.408
MKM,2.90639,112.08
MUR,4.17898,114.329
MYY,4.32201,113.987
MZV,4.04833,114.805
ODN,3.967,115.05
SBW,2.2616,111.985
SGG,1.20872,111.453
TGC,2.17784,111.202
KUL,2.74558,101.71
SZB,3.13058,101.549
KTE,4.53722,103.427
RDN,5.76528,103.007
TGG,5.38264,103.103
IBO,-12.3502,40.6023
LFB,-15.0331,40.6717
LMZ,-10.7506,40.4702
MTU,-13.1219,39.0528
MUD,-11.6729,39.5631
MZB,-11.3618,40.3549
NND,-11.073,39.68
POL,-12.9918,40.524
TGS,-24.5206,32.9653
VJB,-25.0378,33.6274
BCW,-21.8533,35.4383
BZB,-21.5411,35.4729
DGK,-22.1342,35.4436
IBL,-21.708,35.4528
INH,-23.8764,35.4085
MFW,-21.9672,35.4247
VNX,-22.0184,35.3133
VPY,-19.1513,33.429
IHC,-25.9971,32.9294
MPM,-25.9208,32.5726
PDD,-26.8286,32.8377
AME,-15.6103,37.6814
ANO,-16.1819,39.9452
APL,-15.1056,39.2818
MMW,-16.75,39.2167
MNC,-14.4882,40.7122
FXO,-14.815,36.53
VXC,-13.274,35.2663
BEW,-19.7964,34.9076
CMZ,-17.8331,35.3341
IMG,-18.41,35.0045
NTC,-21.615,35.338
RRM,-18.2929,35.9345
TET,-16.1048,33.6402
BJN,-17.1833,37.95
INE,-18.59,36.4489
LBM,-18.4139,36.1068
MJS,-17.3087,37.5
PEB,-17.267,38.167
UEL,-17.8555,36.8691
VJQ,-15.5062,36.9904
ADI,-22.4622,14.98
MJO,-21.0233,16.4528
SWP,-22.6619,14.5681
WVB,-22.9799,14.6453
SZM,-24.5128,15.7467
AIW,-27.995,17.5966
KAS,-28.0297,18.7385
KMP,-26.5398,18.1114
LUD,-26.6874,15.2429
OMD,-28.5847,16.4467
RHN,-27.8764,16.6478
BQI,-18.1181,21.6244
NDU,-17.9565,19.7194
ERS,-22.6122,17.0804
MQG,-22.0106,17.37
OGV,-22.1833,18.5333
WDH,-22.4799,17.4709
OPW,-18.0614,13.8505
TCY,-19.9713,13.0249
GOG,-22.5044,18.9731
OHI,-17.797,15.6993
OND,-17.8782,15.9526
HAL,-19.0285,16.4585
NNI,-18.8064,16.9272
OKF,-19.1492,15.9119
OKU,-18.8128,17.0594
TSB,-19.2619,17.7325
GFY,-19.6022,18.1227
OTJ,-20.4347,16.6608
LHU,-18.1167,23.3933
MPA,-17.6344,24.1767
OMG,-18.0303,22.1897
BMY,-19.7206,163.661
KNQ,-21.0543,164.837
KOC,-20.5463,164.256
PDC,-21.3164,164.999
PUV,-20.2892,164.099
TOU,-20.79,165.259
GEA,-22.2583,166.473
ILP,-22.5889,167.456
NOU,-22.0146,166.213
TGJ,-21.0961,167.804
LIF,-20.7748,167.24
MEE,-21.4817,168.038
UVE,-20.6406,166.573
AJY,16.966,8.00011
RLT,18.7904,7.36595
MFQ,13.5025,7.12675
NIM,13.4815,2.18361
THZ,14.8757,5.26536
ZND,13.779,8.98376
NLK,-29.0416,167.939
ABV,9.00679,7.26317
JOS,9.63983,8.86905
YOL,9.25755,12.4304
QUO,4.8725,8.093
BCU,10.4828,9.744
MDI,7.70388,8.61394
MIU,11.8553,13.0809
CBQ,4.97602,8.3472
ABB,6.20417,6.66528
QRW,5.59611,5.81778
BNI,6.31698,5.5995
ENU,6.47427,7.56196
GMO,10.2983,10.8964
QOW,5.42706,7.20603
KAD,10.696,7.32011
ZAR,11.1302,7.68581
KAN,12.0476,8.52462
DKA,13.0078,7.66045
ILR,8.44021,4.49392
LOS,6.57737,3.32116
MXJ,9.65217,6.46226
AKR,7.24674,5.30101
IBA,7.36246,3.97833
PHC,5.01549,6.94959
PHG,4.84611,7.02139
SKO,12.9163,5.20719
BZA,14.0315,-84.6243
PUZ,14.0472,-83.3867
RFS,13.8897,-84.4089
SIU,13.7272,-84.7778
WSP,14.7392,-83.9694
BEF,11.991,-83.7741
NVG,11.6667,-84.45
RNI,12.1629,-83.0638
MGA,12.1415,-86.1682
NCR,11.1334,-84.77
ECI,11.4275,-86.0334
GRQ,53.1197,6.57944
LEY,52.4603,5.52722
LWR,53.2286,5.76056
MST,50.9117,5.77014
EIN,51.4501,5.37453
GLZ,51.5674,4.93183
UDE,51.6564,5.70861
WOE,51.4491,4.34203
AMS,52.3086,4.76389
DHR,52.9234,4.78062
,51.5549,4.5526
,52.242,6.0518
ENS,52.2758,6.88917
UTC,52.1273,5.27619
RTM,51.9569,4.43722
OSL,60.1939,11.1004
GLL,60.7911,9.04867
ALF,69.9761,23.3717
BJF,70.6005,29.6914
BVG,70.8714,29.0342
HAA,70.4867,22.1397
HFT,70.6797,23.6686
HVG,71.0097,25.9836
KKN,69.7258,29.8913
LKL,70.0688,24.9735
MEH,71.0297,27.8267
VAW,70.3554,31.0449
VDS,70.0653,29.8447
HMR,60.8181,11.068
BGO,60.2934,5.21814
SRP,59.7919,5.34085
AES,62.5625,6.1197
HOV,62.18,6.0741
KSU,63.1118,7.82452
MOL,62.7447,7.2625
TRD,63.4578,10.924
ANX,69.2925,16.1442
BNN,65.4611,12.2175
BOO,67.2692,14.3653
EVE,68.4913,16.6781
LKN,68.1525,13.6094
MJF,65.784,13.2149
MQN,66.3639,14.3014
NVK,68.4369,17.3867
RET,67.5278,12.1033
SKN,68.5788,15.0334
SSJ,65.9568,12.4689
SVJ,68.2433,14.6692
VRY,67.6548,12.7261
VDB,61.0156,9.28806
RYG,59.3788,10.7854
HAU,59.3453,5.20836
SVG,58.8767,5.63778
FDE,61.3911,5.75694
FRO,61.5836,5.02472
SDN,61.83,6.10583
SOG,61.1561,7.13778
OLA,63.6989,9.604
OSY,64.4722,11.5786
RRS,62.5784,11.3423
RVK,64.8383,11.1461
NTB,59.5657,9.21222
SKE,59.185,9.56694
BDU,69.0558,18.5404
SOJ,69.7868,20.9594
TOS,69.6833,18.9189
KRS,58.2042,8.08537
TRF,59.1867,10.2586
KTM,27.6966,85.3591
LTG,28.2,85.583
BJU,29.502,81.669
KEP,28.1036,81.667
SKH,28.586,81.636
BGL,28.2128,83.6663
JMO,28.7804,83.723
NGX,28.6414,84.0892
PKR,28.2009,83.9821
JKR,26.7088,85.9224
RHP,27.394,86.0614
DOP,28.9857,82.8191
IMK,29.9711,81.8189
JUM,29.2742,82.1933
BHP,27.1474,87.0508
BIR,26.4815,87.264
RJB,26.5101,86.7339
TMI,27.315,87.1933
BWA,27.5057,83.4163
SIH,29.2631,80.936
XMG,28.9632,80.1479
BDP,26.5708,88.0796
TPJ,27.3509,87.6953
BHR,27.6781,84.4294
GKH,28.0385,84.4664
MEY,27.5774,84.2288
SIF,27.1595,84.9801
DNP,28.1111,82.2942
RPA,28.2673,82.7565
RUK,28.627,82.195
JIR,27.6263,86.2306
LDN,27.2531,86.67
LUA,27.6869,86.7297
PPL,27.5178,86.5845
RUM,27.3035,86.5504
SYH,27.8112,86.7123
BIT,29.4653,80.5492
BJH,29.539,81.1854
DAP,29.6692,80.5484
DHI,28.7533,80.5819
FEB,29.2366,81.2153
TPU,28.5219,81.123
INU,-0.547458,166.919
IUE,-19.079,-169.926
AKL,-37.0081,174.792
AMZ,-37.0297,174.973
CMV,-36.7917,175.509
GBZ,-36.2414,175.472
WIK,-36.8089,175.086
ROT,-38.1092,176.317
TRG,-37.6719,176.196
WHK,-37.9206,176.914
ASG,-43.9033,171.797
CHC,-43.4894,172.532
,-43.3858,172.3605
GTN,-43.9067,170.128
KBZ,-42.425,173.605
TIU,-44.3028,171.225
TWZ,-44.235,170.118
CHT,-43.81,-176.457
,-43.2892,172.5413
GIS,-38.6633,177.978
NPE,-39.4658,176.87
WIR,-39.0069,177.407
OHA,-40.206,175.388
PMR,-40.3206,175.617
WAG,-39.9622,175.025
BHE,-41.5183,173.87
PCN,-41.3461,173.956
NSN,-41.2983,173.221
DGR,-35.9397,173.894
KAT,-35.07,173.285
KKE,-35.2628,173.912
KKO,-35.4511,173.817
WRE,-35.7683,174.365
ALR,-45.2117,169.373
DUD,-45.9281,170.198
OAM,-44.97,171.082
WKA,-44.7222,169.246
ZQN,-45.0211,168.739
IVC,-46.4124,168.313
MFN,-44.6733,167.923
MON,-43.765,170.133
SZS,-46.8997,168.101
TEU,-45.5331,167.65
WHO,-43.3631,170.134
NPL,-39.0086,174.179
KTF,-40.8133,172.775
MZP,-41.1233,172.989
HLZ,-37.8667,175.332
MTA,-37.7344,175.742
RAG,-37.8047,174.86
THH,-38.1811,174.708
TKZ,-38.2367,175.892
TMZ,-37.1567,175.55
TUO,-38.7397,176.084
WTZ,-36.8317,175.679
MRO,-40.9733,175.634
PPQ,-40.9047,174.989
WLG,-41.3272,174.805
GMN,-42.4617,171.19
HKK,-42.7136,170.985
WSZ,-41.7381,171.581
AOM,22.4919,57.3839
MCT,23.5933,58.2844
RNM,21.383,57.05
RMB,24.2411,55.7847
BJQ,19.8731,56.0678
DQM,19.5019,57.6342
JNJ,19.4749,57.3083
UKH,19.3864,56.4014
FAU,22.3548,56.4841
LKW,22.805,55.3734
OHS,24.386,56.6254
NMN,-6.32183,145.071
BYB,25.6142,56.2444
KHS,26.171,56.2406
MNH,23.6406,57.4875
MSH,20.6754,58.8905
SUH,22.533,59.483
KMN,-8.64202,25.2529
LRM,18.4507,-68.9118
OMM,18.136,55.1821
SLL,17.0387,54.0913
TTH,17.666,54.0246
BOC,9.34085,-82.2508
CHX,9.45896,-82.5151
AML,8.26806,-82.8649
DAV,8.391,-82.435
RIH,8.37588,-80.1279
ONX,9.35664,-79.8674
AIL,9.2226,-78.0236
BFQ,7.583,-78.2
ELE,8.1072,-77.7252
GHE,8.0644,-78.3673
JQE,7.51778,-78.1572
MPI,9.1851,-77.9841
MPP,8.9453,-77.7331
NGN,9.06667,-78.0167
OGM,9.1383,-77.9339
PLP,8.40667,-78.1417
PUE,8.667,-77.418
PYC,9.30518,-78.2359
PYV,8.1528,-77.687
SAX,8.017,-78.2
TJC,9.4185,-78.4896
UTU,9.1283,-77.9337
CTD,7.98784,-80.4097
PDM,7.55688,-80.0233
ACU,8.43166,-77.9652
BLB,8.91479,-79.5996
CTE,9.31347,-79.1016
CZJ,9.4446,-78.5888
IVI,8.4693,-79.0016
NBL,9.4496,-78.9795
NMG,8.4566,-78.9339
OTD,8.62876,-79.0347
PAC,8.97334,-79.5556
PTY,9.07136,-79.3835
PVE,9.558,-78.947
SIC,8.2622,-79.078
TUW,9.52,-79.03
SYP,8.0856,-80.9453
CHH,-6.20181,-77.8561
RIM,-6.39231,-77.5012
ATA,-9.34744,-77.5984
CHM,-9.14961,-78.5238
ANS,-13.7064,-73.3504
AQP,-16.3411,-71.5831
AYP,-13.1548,-74.2044
AYX,-10.7292,-73.7667
CJA,-7.13918,-78.4894
JAE,-5.59248,-78.774
HUU,-9.87881,-76.2048
UMI,-13.2333,-70.7533
VVN,-11.8549,-72.9393
LIM,-12.0219,-77.1143
TGI,-9.133,-75.95
NZC,-14.854,-74.9615
PIO,-13.7449,-76.2203
SJA,-15.3525,-75.1372
JAU,-11.7831,-75.4734
MZA,-11.3254,-74.5356
TRU,-8.08141,-79.1088
CIX,-6.78748,-79.8281
SMG,-11.9833,-77.0
AOP,-2.79613,-76.4666
CUZ,-13.5357,-71.9388
IQT,-3.78474,-73.3088
TDP,-3.80601,-75.0393
YMS,-5.89377,-76.1182
IBP,-11.4116,-69.4887
PEM,-12.6136,-69.2286
SYC,-11.898,-69.0625
ILQ,-17.695,-71.344
PIU,-5.20575,-80.6164
TYL,-4.57664,-81.2541
JUL,-15.4671,-70.1582
BLP,-7.06056,-76.5822
JJI,-7.1691,-76.7286
MBP,-6.01889,-76.9883
RIJ,-6.06786,-77.16
SQU,-6.96003,-76.7684
TPP,-6.50874,-76.3732
TCQ,-18.0533,-70.2758
TBP,-3.55253,-80.3814
ALD,-11.683,-69.333
PCL,-8.37794,-74.5743
RMT,-22.6373,-152.806
RUR,-22.4341,-151.361
RVV,-23.8852,-147.662
TUB,-23.3654,-149.524
AUQ,-9.76879,-139.011
NHV,-8.7956,-140.229
UAH,-8.93611,-139.552
UAP,-9.35167,-140.078
BOB,-16.4444,-151.751
HUH,-16.6872,-151.022
MAU,-16.4265,-152.244
PPT,-17.5537,-149.607
RFP,-16.7229,-151.466
TTI,-17.0133,-149.587
AAA,-17.3526,-145.51
AHE,-14.4281,-146.257
APK,-15.5736,-146.415
AXR,-15.2483,-146.617
FAC,-16.6867,-145.329
FAV,-16.0541,-145.657
FGU,-15.8199,-140.887
FHZ,-15.9922,-140.165
GMR,-23.0799,-134.89
HHZ,-17.5447,-142.614
HOI,-18.0748,-140.946
KHZ,-15.7808,-145.124
KKR,-15.6633,-146.885
KXU,-16.3394,-144.403
MKP,-16.5839,-143.658
MVT,-14.8681,-148.717
NAU,-14.1768,-141.267
NIU,-16.1191,-146.368
NUK,-19.285,-138.772
PKP,-14.8095,-138.813
PUK,-18.2956,-137.017
REA,-18.4659,-136.44
RGI,-14.9543,-147.661
RKA,-15.4853,-145.47
RRR,-16.045,-142.477
TIH,-15.1196,-148.231
TJN,-15.8547,-142.268
TKP,-14.7095,-145.246
TKV,-17.3553,-138.445
TKX,-14.4558,-145.025
UOA,-21.8586,-138.82
VHZ,-18.78,-138.853
XMH,-14.4368,-146.07
ZTA,-20.7897,-138.57
MOZ,-17.49,-149.762
NKP,-20.7,-143.047
TPX,-16.2423,-151.834
BUA,-5.42232,154.673
IIS,-4.49972,154.226
KIE,-6.30542,155.728
ABW,-10.1956,148.739
AOA,-9.0254,146.8
BEA,-8.64,146.508
EFG,-9.15381,147.66
ERU,-8.2538,146.975
FNE,-8.54928,147.086
GUG,-8.1286,146.872
HEO,-9.13658,147.598
HNN,-16.2457,142.177
IOK,-8.401,146.277
KAQ,-8.15069,146.834
KGH,-8.5289,147.46
KGW,-9.13592,147.669
KIQ,-8.06511,147.332
KRU,-8.27161,147.072
KSP,-8.45072,147.209
LNG,-8.2799,146.277
MLQ,-8.07139,146.155
MRM,-9.1908,147.622
ONB,-8.67436,147.262
RKU,-8.817,146.524
SPH,-8.3038,147.166
TEO,-8.16972,146.194
TPI,-8.35667,146.989
WTP,-8.54583,147.253
CMU,-6.02429,144.971
KMR,-6.4921,144.823
BOQ,-6.5427,155.342
BOV,-3.3834,153.281
CPI,-5.44833,152.082
DOS,-5.5609,154.962
GOE,-5.52772,151.573
IUS,-5.7568,155.15
JAQ,-5.6525,151.507
KAF,-6.2655,155.305
KJU,-3.1995,151.908
KTK,-5.7828,154.74
KWV,-5.965,155.36
KXR,-5.1431,154.593
LHP,-6.52749,155.712
LMG,-4.7,152.75
MFO,-5.57778,151.792
MGP,-4.147,153.019
MKN,-4.02343,153.657
MVI,-6.12,155.39
NUG,-3.4075,154.738
OPB,-4.79473,151.696
OTY,-6.57761,155.771
RAA,-4.2096,152.439
RAB,-4.34046,152.38
RAW,-6.22056,155.571
SBV,-5.5765,155.049
SMP,-4.358,151.533
SWR,-4.52989,153.054
TLO,-4.98083,152.01
TOK,-6.2015,155.063
TON,-6.6552,155.433
UBI,-6.72917,155.683
ULE,-4.97472,151.297
WKN,-5.8603,155.222
AGG,-4.05583,144.074
WWK,-3.58383,143.669
ADC,-7.13722,145.745
AON,-6.25,145.967
AYU,-6.33806,145.904
BNT,-5.74222,145.227
BRH,-5.7,145.367
DPU,-5.858,145.705
GKA,-6.08169,145.392
HOC,-7.3984,145.883
KEG,-5.83278,145.097
KQL,-5.73117,144.846
MJJ,-5.7181,145.24
MWG,-6.9736,145.885
NBA,-6.2412,145.242
OML,-6.179,144.96
TBQ,-6.46667,145.532
UMC,-7.0214,145.966
USO,-5.5276,145.371
WOA,-6.79686,145.892
WBM,-5.6433,143.895
AIE,-5.1457,144.731
IHU,-7.89756,145.396
KMA,-7.96361,145.771
KRI,-7.42438,144.25
KRJ,-4.59667,143.523
KUY,-7.42035,143.122
SGK,-5.12583,144.324
TDS,-7.6217,142.868
VMU,-7.49686,144.82
WAO,-6.98944,145.075
AWR,-4.124,144.853
BIJ,-5.578,146.339
DAF,-4.7403,145.952
HAZ,-4.4033,145.206
ILX,-5.4917,145.802
JOP,-4.74708,145.007
KRX,-4.557,145.94
MAG,-5.20708,145.789
NKN,-5.837,146.453
SDI,-5.62714,146.463
TUT,-5.8335,145.934
WNU,-4.8961,145.321
MAS,-2.06189,147.424
MMV,-1.39444,144.171
MNP,-1.5504,145.017
AUP,-9.93083,149.386
GUR,-10.3115,150.334
LSA,-8.50582,151.081
MIS,-10.6892,152.838
SAM,-9.6701,150.79
VIV,-9.30333,150.319
AEK,-7.3508,146.194
AUV,-5.73111,148.445
BCP,-5.86361,146.492
BDZ,-6.34722,146.942
BNV,-6.433,146.825
BPD,-7.74361,147.021
BRP,-7.6693,146.759
BUL,-7.21629,146.65
BWJ,-6.39694,146.882
BXZ,-5.7243,147.867
DER,-6.14472,147.107
DNU,-6.1546,146.677
EGA,-6.9179,146.105
FIN,-6.62175,147.854
GAP,-6.0532,145.959
GAR,-7.87563,147.141
GRL,-7.98071,147.213
GWN,-6.555,146.248
